Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 27. September 2009;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt.;
Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;DIE LINKE;FDP;GRÜNE;NPD;MLPD;REP;PIRATEN;Einzelbewerber;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058090;Rögnitz;1;1;184;95;51,6;2;0,0;100,0;13,7;37,9;20,0;6,3;12,6;4,2;1,1;1,1;3,2;x;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058102;Veelböken;1;1;632;312;49,4;1;8;304;60;109;97;18;8;11;x;x;x;1;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058102;Veelböken;1;1;632;312;49,4;1;2,6;97,4;19,7;35,9;31,9;5,9;2,6;3,6;x;x;x;0,3;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058102;Veelböken;1;1;632;312;49,4;2;6;306;50;99;99;27;10;10;1;2;8;x;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058102;Veelböken;1;1;632;312;49,4;2;1,9;98,1;16,3;32,4;32,4;8,8;3,3;3,3;0,3;0,7;2,6;x;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058725;Briefwahl Gadebusch;1;1;0;806;0,0;1;9;797;143;316;234;45;43;9;x;x;x;7;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058725;Briefwahl Gadebusch;1;1;0;806;0,0;1;1,1;98,9;17,9;39,6;29,4;5,6;5,4;1,1;x;x;x;0,9;
A;58;Nordwestmecklenburg;5825;Gadebusch;13058725;Briefwahl Gadebusch;1;1;0;806;0,0;2;7;799;126;323;213;67;40;7;1;1;21;x;
P;58;Nordwestmecklenburg;5825;Gadebusch;13058725;Briefwahl Gadebusch;1;1;0;806;0,0;2;0,9;99,1;15,8;40,4;26,7;8,4;5,0;0,9;0,1;0,1;2,6;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058022;Dassow, Stadt;5;5;3404;1800;52,9;1;29;1771;367;601;549;144;63;41;x;x;x;6;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058022;Dassow, Stadt;5;5;3404;1800;52,9;1;1,6;98,4;20,7;33,9;31,0;8,1;3,6;2,3;x;x;x;0,3;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058022;Dassow, Stadt;5;5;3404;1800;52,9;2;28;1772;336;553;536;181;84;46;0;4;32;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058022;Dassow, Stadt;5;5;3404;1800;52,9;2;1,6;98,4;19,0;31,2;30,2;10,2;4,7;2,6;0,0;0,2;1,8;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058035;Grieben;1;1;148;85;57,4;1;1;84;21;29;22;7;2;2;x;x;x;1;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058035;Grieben;1;1;148;85;57,4;1;1,2;98,8;25,0;34,5;26,2;8,3;2,4;2,4;x;x;x;1,2;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058035;Grieben;1;1;148;85;57,4;2;0;85;13;30;21;9;9;2;0;0;1;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058035;Grieben;1;1;148;85;57,4;2;0,0;100,0;15,3;35,3;24,7;10,6;10,6;2,4;0,0;0,0;1,2;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058041;Groß Siemz;1;1;271;161;59,4;1;5;156;31;48;48;12;12;4;x;x;x;1;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058041;Groß Siemz;1;1;271;161;59,4;1;3,1;96,9;19,9;30,8;30,8;7,7;7,7;2,6;x;x;x;0,6;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058041;Groß Siemz;1;1;271;161;59,4;2;4;157;23;42;46;25;16;3;0;0;2;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058041;Groß Siemz;1;1;271;161;59,4;2;2,5;97,5;14,6;26,8;29,3;15,9;10,2;1,9;0,0;0,0;1,3;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058060;Lockwisch;1;1;340;212;62,4;1;2;210;37;60;57;30;22;4;x;x;x;0;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058060;Lockwisch;1;1;340;212;62,4;1;0,9;99,1;17,6;28,6;27,1;14,3;10,5;1,9;x;x;x;0,0;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058060;Lockwisch;1;1;340;212;62,4;2;2;210;27;66;54;30;27;3;1;1;1;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058060;Lockwisch;1;1;340;212;62,4;2;0,9;99,1;12,9;31,4;25,7;14,3;12,9;1,4;0,5;0,5;0,5;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058065;Lüdersdorf;4;4;3722;2318;62,3;1;37;2281;604;751;526;156;200;39;x;x;x;5;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058065;Lüdersdorf;4;4;3722;2318;62,3;1;1,6;98,4;26,5;32,9;23,1;6,8;8,8;1,7;x;x;x;0,2;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058065;Lüdersdorf;4;4;3722;2318;62,3;2;33;2285;500;668;519;263;253;34;2;3;43;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058065;Lüdersdorf;4;4;3722;2318;62,3;2;1,4;98,6;21,9;29,2;22,7;11,5;11,1;1,5;0,1;0,1;1,9;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058068;Menzendorf;1;1;217;132;60,8;1;3;129;22;45;39;10;10;1;x;x;x;2;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058068;Menzendorf;1;1;217;132;60,8;1;2,3;97,7;17,1;34,9;30,2;7,8;7,8;0,8;x;x;x;1,6;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058068;Menzendorf;1;1;217;132;60,8;2;3;129;17;45;39;9;11;2;0;1;5;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058068;Menzendorf;1;1;217;132;60,8;2;2,3;97,7;13,2;34,9;30,2;7,0;8,5;1,6;0,0;0,8;3,9;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058075;Niendorf;1;1;270;173;64,1;1;3;170;24;78;44;12;6;6;x;x;x;0;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058075;Niendorf;1;1;270;173;64,1;1;1,7;98,3;14,1;45,9;25,9;7,1;3,5;3,5;x;x;x;0,0;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058075;Niendorf;1;1;270;173;64,1;2;2;171;22;75;41;18;6;6;0;0;3;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058075;Niendorf;1;1;270;173;64,1;2;1,2;98,8;12,9;43,9;24,0;10,5;3,5;3,5;0,0;0,0;1,8;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058076;Papenhusen;1;1;270;140;51,9;1;4;136;35;38;35;7;13;7;x;x;x;1;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058076;Papenhusen;1;1;270;140;51,9;1;2,9;97,1;25,7;27,9;25,7;5,1;9,6;5,1;x;x;x;0,7;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058076;Papenhusen;1;1;270;140;51,9;2;4;136;35;34;38;8;12;6;0;0;3;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058076;Papenhusen;1;1;270;140;51,9;2;2,9;97,1;25,7;25,0;27,9;5,9;8,8;4,4;0,0;0,0;2,2;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058087;Roduchelstorf;1;1;210;152;72,4;1;2;150;28;67;38;9;5;3;x;x;x;0;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058087;Roduchelstorf;1;1;210;152;72,4;1;1,3;98,7;18,7;44,7;25,3;6,0;3,3;2,0;x;x;x;0,0;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058087;Roduchelstorf;1;1;210;152;72,4;2;3;149;26;62;35;14;4;5;0;0;3;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058087;Roduchelstorf;1;1;210;152;72,4;2;2,0;98,0;17,4;41,6;23,5;9,4;2,7;3,4;0,0;0,0;2,0;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058094;Schönberg, Stadt;3;3;3616;1769;48,9;1;39;1730;369;492;644;101;58;60;x;x;x;6;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058094;Schönberg, Stadt;3;3;3616;1769;48,9;1;2,2;97,8;21,3;28,4;37,2;5,8;3,4;3,5;x;x;x;0,3;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058094;Schönberg, Stadt;3;3;3616;1769;48,9;2;33;1736;330;506;596;141;63;52;5;3;40;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058094;Schönberg, Stadt;3;3;3616;1769;48,9;2;1,9;98,1;19,0;29,1;34,3;8,1;3,6;3,0;0,3;0,2;2,3;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058096;Selmsdorf;2;2;2041;1135;55,6;1;23;1112;265;384;271;103;44;41;x;x;x;4;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058096;Selmsdorf;2;2;2041;1135;55,6;1;2,0;98,0;23,8;34,5;24,4;9,3;4,0;3,7;x;x;x;0,4;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058096;Selmsdorf;2;2;2041;1135;55,6;2;20;1115;230;372;272;114;54;40;4;4;25;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058096;Selmsdorf;2;2;2041;1135;55,6;2;1,8;98,2;20,6;33,4;24,4;10,2;4,8;3,6;0,4;0,4;2,2;x;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058726;Briefwahl Schönberger;1;1;0;934;0,0;1;8;926;165;304;254;85;92;18;x;x;x;8;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058726;Briefwahl Schönberger;1;1;0;934;0,0;1;0,9;99,1;17,8;32,8;27,4;9,2;9,9;1,9;x;x;x;0,9;
A;58;Nordwestmecklenburg;5826;Schönberger Land;13058726;Briefwahl Schönberger;1;1;0;934;0,0;2;3;931;144;302;239;104;109;13;1;2;17;x;
P;58;Nordwestmecklenburg;5826;Schönberger Land;13058726;Briefwahl Schönberger;1;1;0;934;0,0;2;0,3;99,7;15,5;32,4;25,7;11,2;11,7;1,4;0,1;0,2;1,8;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058009;Bibow;1;1;334;116;34,7;1;2;114;17;37;44;8;4;4;x;x;x;0;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058009;Bibow;1;1;334;116;34,7;1;1,7;98,3;14,9;32,5;38,6;7,0;3,5;3,5;x;x;x;0,0;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058009;Bibow;1;1;334;116;34,7;2;1;115;19;33;40;9;6;2;0;0;6;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058009;Bibow;1;1;334;116;34,7;2;0,9;99,1;16,5;28,7;34,8;7,8;5,2;1,7;0,0;0,0;5,2;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058030;Glasin;1;1;714;307;43,0;1;5;302;44;113;95;17;14;14;x;x;x;5;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058030;Glasin;1;1;714;307;43,0;1;1,6;98,4;14,6;37,4;31,5;5,6;4,6;4,6;x;x;x;1,7;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058030;Glasin;1;1;714;307;43,0;2;6;301;46;112;79;26;18;13;2;0;5;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058030;Glasin;1;1;714;307;43,0;2;2,0;98,0;15,3;37,2;26,2;8,6;6,0;4,3;0,7;0,0;1,7;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058051;Jesendorf;1;1;381;201;52,8;1;5;196;30;68;52;16;11;17;x;x;x;2;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058051;Jesendorf;1;1;381;201;52,8;1;2,5;97,5;15,3;34,7;26,5;8,2;5,6;8,7;x;x;x;1,0;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058051;Jesendorf;1;1;381;201;52,8;2;5;196;27;61;56;21;12;16;0;0;3;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058051;Jesendorf;1;1;381;201;52,8;2;2,5;97,5;13,8;31,1;28,6;10,7;6,1;8,2;0,0;0,0;1,5;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058062;Lübberstorf;1;1;211;127;60,2;1;4;123;18;43;44;5;8;5;x;x;x;0;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058062;Lübberstorf;1;1;211;127;60,2;1;3,1;96,9;14,6;35,0;35,8;4,1;6,5;4,1;x;x;x;0,0;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058062;Lübberstorf;1;1;211;127;60,2;2;4;123;18;39;45;9;4;4;0;0;4;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058062;Lübberstorf;1;1;211;127;60,2;2;3,1;96,9;14,6;31,7;36,6;7,3;3,3;3,3;0,0;0,0;3,3;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058074;Neukloster, Stadt;3;3;3433;1646;47,9;1;22;1624;309;594;510;87;64;58;x;x;x;2;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058074;Neukloster, Stadt;3;3;3433;1646;47,9;1;1,3;98,7;19,0;36,6;31,4;5,4;3,9;3,6;x;x;x;0,1;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058074;Neukloster, Stadt;3;3;3433;1646;47,9;2;12;1634;276;578;493;117;80;62;2;0;26;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058074;Neukloster, Stadt;3;3;3433;1646;47,9;2;0,7;99,3;16,9;35,4;30,2;7,2;4,9;3,8;0,1;0,0;1,6;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058078;Passee;1;1;161;79;49,1;1;1;78;16;18;30;2;5;4;x;x;x;3;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058078;Passee;1;1;161;79;49,1;1;1,3;98,7;20,5;23,1;38,5;2,6;6,4;5,1;x;x;x;3,8;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058078;Passee;1;1;161;79;49,1;2;2;77;16;18;31;2;5;5;0;0;0;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058078;Passee;1;1;161;79;49,1;2;2,5;97,5;20,8;23,4;40,3;2,6;6,5;6,5;0,0;0,0;0,0;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058105;Warin, Stadt;3;3;3039;1559;51,3;1;26;1533;308;545;474;84;48;72;x;x;x;2;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058105;Warin, Stadt;3;3;3039;1559;51,3;1;1,7;98,3;20,1;35,6;30,9;5,5;3,1;4,7;x;x;x;0,1;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058105;Warin, Stadt;3;3;3039;1559;51,3;2;21;1538;293;488;447;150;54;72;4;2;28;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058105;Warin, Stadt;3;3;3039;1559;51,3;2;1,3;98,7;19,1;31,7;29,1;9,8;3,5;4,7;0,3;0,1;1,8;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058110;Zurow;1;1;1121;598;53,3;1;5;593;99;189;217;38;25;23;x;x;x;2;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058110;Zurow;1;1;1121;598;53,3;1;0,8;99,2;16,7;31,9;36,6;6,4;4,2;3,9;x;x;x;0,3;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058110;Zurow;1;1;1121;598;53,3;2;6;592;104;162;206;58;29;22;1;0;10;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058110;Zurow;1;1;1121;598;53,3;2;1,0;99,0;17,6;27,4;34,8;9,8;4,9;3,7;0,2;0,0;1,7;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058111;Züsow;1;1;288;152;52,8;1;4;148;27;50;50;12;6;3;x;x;x;0;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058111;Züsow;1;1;288;152;52,8;1;2,6;97,4;18,2;33,8;33,8;8,1;4,1;2,0;x;x;x;0,0;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058111;Züsow;1;1;288;152;52,8;2;3;149;31;41;50;17;5;2;1;1;1;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058111;Züsow;1;1;288;152;52,8;2;2,0;98,0;20,8;27,5;33,6;11,4;3,4;1,3;0,7;0,7;0,7;x;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058727;Briefwahl Neukloster-Warin;1;1;0;792;0,0;1;4;788;127;279;250;59;50;15;x;x;x;8;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058727;Briefwahl Neukloster-Warin;1;1;0;792;0,0;1;0,5;99,5;16,1;35,4;31,7;7,5;6,3;1,9;x;x;x;1,0;
A;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058727;Briefwahl Neukloster-Warin;1;1;0;792;0,0;2;4;788;116;281;226;67;63;14;2;0;19;x;
P;58;Nordwestmecklenburg;5827;Neukloster-Warin;13058727;Briefwahl Neukloster-Warin;1;1;0;792;0,0;2;0,5;99,5;14,7;35,7;28,7;8,5;8,0;1,8;0,3;0,0;2,4;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058003;Bad Kleinen;3;3;3056;1633;53,4;1;23;1610;254;545;570;133;52;51;x;x;x;5;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058003;Bad Kleinen;3;3;3056;1633;53,4;1;1,4;98,6;15,8;33,9;35,4;8,3;3,2;3,2;x;x;x;0,3;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058003;Bad Kleinen;3;3;3056;1633;53,4;2;25;1608;248;508;537;190;50;42;2;3;28;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058003;Bad Kleinen;3;3;3056;1633;53,4;2;1,5;98,5;15,4;31,6;33,4;11,8;3,1;2,6;0,1;0,2;1,7;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058005;Barnekow;1;1;530;289;54,5;1;2;287;50;106;87;17;15;10;x;x;x;2;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058005;Barnekow;1;1;530;289;54,5;1;0,7;99,3;17,4;36,9;30,3;5,9;5,2;3,5;x;x;x;0,7;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058005;Barnekow;1;1;530;289;54,5;2;2;287;45;93;85;30;17;10;0;1;6;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058005;Barnekow;1;1;530;289;54,5;2;0,7;99,3;15,7;32,4;29,6;10,5;5,9;3,5;0,0;0,3;2,1;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058025;Dorf Mecklenburg;3;3;2482;1484;59,8;1;19;1465;285;454;485;121;72;39;x;x;x;9;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058025;Dorf Mecklenburg;3;3;2482;1484;59,8;1;1,3;98,7;19,5;31,0;33,1;8,3;4,9;2,7;x;x;x;0,6;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058025;Dorf Mecklenburg;3;3;2482;1484;59,8;2;17;1467;263;453;466;145;70;37;2;3;28;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058025;Dorf Mecklenburg;3;3;2482;1484;59,8;2;1,1;98,9;17,9;30,9;31,8;9,9;4,8;2,5;0,1;0,2;1,9;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058042;Groß Stieten;1;1;479;267;55,7;1;8;259;48;71;112;15;4;9;x;x;x;0;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058042;Groß Stieten;1;1;479;267;55,7;1;3,0;97,0;18,5;27,4;43,2;5,8;1,5;3,5;x;x;x;0,0;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058042;Groß Stieten;1;1;479;267;55,7;2;5;262;38;68;121;20;5;9;0;0;1;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058042;Groß Stieten;1;1;479;267;55,7;2;1,9;98,1;14,5;26,0;46,2;7,6;1,9;3,4;0,0;0,0;0,4;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058047;Hohen Viecheln;1;1;550;311;56,5;1;2;309;57;135;72;34;5;5;x;x;x;1;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058047;Hohen Viecheln;1;1;550;311;56,5;1;0,6;99,4;18,4;43,7;23,3;11,0;1,6;1,6;x;x;x;0,3;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058047;Hohen Viecheln;1;1;550;311;56,5;2;2;309;52;127;67;51;5;4;1;2;0;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058047;Hohen Viecheln;1;1;550;311;56,5;2;0,6;99,4;16,8;41,1;21,7;16,5;1,6;1,3;0,3;0,6;0,0;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058063;Lübow;2;2;1341;808;60,3;1;13;795;132;278;269;72;29;14;x;x;x;1;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058063;Lübow;2;2;1341;808;60,3;1;1,6;98,4;16,6;35,0;33,8;9,1;3,6;1,8;x;x;x;0,1;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058063;Lübow;2;2;1341;808;60,3;2;15;793;110;273;242;90;45;13;0;2;18;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058063;Lübow;2;2;1341;808;60,3;2;1,9;98,1;13,9;34,4;30,5;11,3;5,7;1,6;0,0;0,3;2,3;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058069;Metelsdorf;1;1;390;262;67,2;1;5;257;62;83;71;22;14;5;x;x;x;0;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058069;Metelsdorf;1;1;390;262;67,2;1;1,9;98,1;24,1;32,3;27,6;8,6;5,4;1,9;x;x;x;0,0;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058069;Metelsdorf;1;1;390;262;67,2;2;5;257;58;71;65;38;13;8;0;0;4;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058069;Metelsdorf;1;1;390;262;67,2;2;1,9;98,1;22,6;27,6;25,3;14,8;5,1;3,1;0,0;0,0;1,6;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058103;Ventschow;1;1;634;338;53,3;1;6;332;68;99;107;29;9;19;x;x;x;1;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058103;Ventschow;1;1;634;338;53,3;1;1,8;98,2;20,5;29,8;32,2;8,7;2,7;5,7;x;x;x;0,3;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058103;Ventschow;1;1;634;338;53,3;2;7;331;58;96;109;31;9;23;1;0;4;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058103;Ventschow;1;1;634;338;53,3;2;2,1;97,9;17,5;29,0;32,9;9,4;2,7;6,9;0,3;0,0;1,2;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058114;Bobitz;3;3;2206;1250;56,7;1;21;1229;208;456;358;89;79;34;x;x;x;5;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058114;Bobitz;3;3;2206;1250;56,7;1;1,7;98,3;16,9;37,1;29,1;7,2;6,4;2,8;x;x;x;0,4;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058114;Bobitz;3;3;2206;1250;56,7;2;18;1232;211;416;327;131;83;32;4;1;27;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058114;Bobitz;3;3;2206;1250;56,7;2;1,4;98,6;17,1;33,8;26,5;10,6;6,7;2,6;0,3;0,1;2,2;x;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058728;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;829;0,0;1;6;823;154;292;256;64;47;5;x;x;x;5;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058728;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;829;0,0;1;0,7;99,3;18,7;35,5;31,1;7,8;5,7;0,6;x;x;x;0,6;
A;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058728;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;829;0,0;2;5;824;139;314;227;75;52;5;2;0;10;x;
P;58;Nordwestmecklenburg;5828;Dorf Mecklenburg-Bad Kleinen;13058728;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;829;0,0;2;0,6;99,4;16,9;38,1;27,5;9,1;6,3;0,6;0,2;0,0;1,2;x;
A;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058001;Alt Meteln;1;1;1076;658;61,2;1;13;645;135;234;191;37;28;18;x;x;x;2;
P;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058001;Alt Meteln;1;1;1076;658;61,2;1;2,0;98,0;20,9;36,3;29,6;5,7;4,3;2,8;x;x;x;0,3;
A;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058001;Alt Meteln;1;1;1076;658;61,2;2;10;648;110;220;171;71;31;18;0;2;25;x;
P;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058001;Alt Meteln;1;1;1076;658;61,2;2;1,5;98,5;17,0;34,0;26,4;11,0;4,8;2,8;0,0;0,3;3,9;x;
A;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058016;Brüsewitz;2;2;1833;1043;56,9;1;22;1021;192;395;274;87;50;19;x;x;x;4;
P;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058016;Brüsewitz;2;2;1833;1043;56,9;1;2,1;97,9;18,8;38,7;26,8;8,5;4,9;1,9;x;x;x;0,4;
A;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058016;Brüsewitz;2;2;1833;1043;56,9;2;17;1026;165;371;261;119;53;23;2;1;31;x;
P;58;Nordwestmecklenburg;5829;Lützow-Lübstorf;13058016;Brüsewitz;2;2;1833;1043;56,9;2;1,6;98,4;16,1;36,2;25,4;11,6;5,2;2,2;0,2;0,1;3,0;x;
