Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 22. September 2002;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;PDS;GRÜNE;FDP;NPD;REP;Schill;Einzelbewerber
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058100;Upahl;1;1;608;377;62;2;2,9;97,1;39,9;33,9;12;1,4;8,5;0,8;0;3,6;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;504;335;66,5;1;16;319;153;109;34;11;12;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;504;335;66,5;1;4,8;95,2;48;34,2;10,7;3,4;3,8;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;504;335;66,5;2;7;328;154;100;29;15;22;1;0;7;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;504;335;66,5;2;2,1;97,9;47;30,5;8,8;4,6;6,7;0,3;0;2,1;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;179;0;1;1;178;76;67;22;7;6;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;179;0;1;0,6;99,4;42,7;37,6;12,4;3,9;3,4;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;179;0;2;2;177;75;62;21;9;8;0;1;1;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;179;0;2;1,1;98,9;42,4;35;11,9;5,1;4,5;0;0,6;0,6;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058021;Damshagen;1;1;728;472;64,8;1;18;454;198;144;75;23;14;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058021;Damshagen;1;1;728;472;64,8;1;3,8;96,2;43,6;31,7;16,5;5,1;3,1;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058021;Damshagen;1;1;728;472;64,8;2;13;459;204;132;74;24;12;2;0;11;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058021;Damshagen;1;1;728;472;64,8;2;2,8;97,2;44,4;28,8;16,1;5,2;2,6;0,4;0;2,4;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058027;Elmenhorst;1;1;580;328;56,6;1;10;318;190;70;44;4;10;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058027;Elmenhorst;1;1;580;328;56,6;1;3;97;59,7;22;13,8;1,3;3,1;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058027;Elmenhorst;1;1;580;328;56,6;2;5;323;187;60;51;11;10;0;0;4;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058027;Elmenhorst;1;1;580;328;56,6;2;1,5;98,5;57,9;18,6;15,8;3,4;3,1;0;0;1,2;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058043;Groß Walmstorf;1;1;379;213;56,2;1;5;208;90;72;29;5;12;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058043;Groß Walmstorf;1;1;379;213;56,2;1;2,3;97,7;43,3;34,6;13,9;2,4;5,8;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058043;Groß Walmstorf;1;1;379;213;56,2;2;1;212;93;68;27;5;11;2;0;6;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058043;Groß Walmstorf;1;1;379;213;56,2;2;0,5;99,5;43,9;32,1;12,7;2,4;5,2;0,9;0;2,8;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058054;Klütz, Stadt;2;2;2560;1488;58,1;1;48;1440;668;467;210;40;55;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058054;Klütz, Stadt;2;2;2560;1488;58,1;1;3,2;96,8;46,4;32,4;14,6;2,8;3,8;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058054;Klütz, Stadt;2;2;2560;1488;58,1;2;32;1456;687;416;194;45;65;12;3;34;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058054;Klütz, Stadt;2;2;2560;1488;58,1;2;2,2;97,8;47,2;28,6;13,3;3,1;4,5;0,8;0,2;2,3;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058112;Moor-Rolofshagen;2;2;427;241;56,4;1;5;236;120;80;23;4;9;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058112;Moor-Rolofshagen;2;2;427;241;56,4;1;2,1;97,9;50,8;33,9;9,7;1,7;3,8;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058112;Moor-Rolofshagen;2;2;427;241;56,4;2;5;236;111;75;24;9;12;2;0;3;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058112;Moor-Rolofshagen;2;2;427;241;56,4;2;2,1;97,9;47;31,8;10,2;3,8;5,1;0,8;0;1,3;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058716;Briefwahl Klützer Winkel;1;1;0;259;0;1;0;259;122;72;41;16;8;x;x;x;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058716;Briefwahl Klützer Winkel;1;1;0;259;0;1;0;100;47,1;27,8;15,8;6,2;3,1;x;x;x;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058716;Briefwahl Klützer Winkel;1;1;0;259;0;2;0;259;115;65;39;25;12;0;1;2;x
P;58;Nordwestmecklenburg;5816;Klützer Winkel;13058716;Briefwahl Klützer Winkel;1;1;0;259;0;2;0;100;44,4;25,1;15,1;9,7;4,6;0;0,4;0,8;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058001;Alt Meteln;1;1;934;646;69,2;1;11;635;278;188;96;29;44;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058001;Alt Meteln;1;1;934;646;69,2;1;1,7;98,3;43,8;29,6;15,1;4,6;6,9;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058001;Alt Meteln;1;1;934;646;69,2;2;7;639;268;178;96;34;53;3;0;7;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058001;Alt Meteln;1;1;934;646;69,2;2;1,1;98,9;41,9;27,9;15;5,3;8,3;0,5;0;1,1;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058013;Böken;1;1;134;104;77,6;1;6;98;44;23;23;3;5;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058013;Böken;1;1;134;104;77,6;1;5,8;94,2;44,9;23,5;23,5;3,1;5,1;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058013;Böken;1;1;134;104;77,6;2;3;101;47;21;24;4;5;0;0;0;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058013;Böken;1;1;134;104;77,6;2;2,9;97,1;46,5;20,8;23,8;4;5;0;0;0;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058053;Klein Trebbow;1;1;551;370;67,2;1;9;361;162;113;52;13;21;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058053;Klein Trebbow;1;1;551;370;67,2;1;2,4;97,6;44,9;31,3;14,4;3,6;5,8;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058053;Klein Trebbow;1;1;551;370;67,2;2;4;366;152;108;51;15;29;1;4;6;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058053;Klein Trebbow;1;1;551;370;67,2;2;1,1;98,9;41,5;29,5;13,9;4,1;7,9;0,3;1,1;1,6;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058064;Lübstorf;1;1;1279;871;68,1;1;21;850;330;287;130;38;65;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058064;Lübstorf;1;1;1279;871;68,1;1;2,4;97,6;38,8;33,8;15,3;4,5;7,6;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058064;Lübstorf;1;1;1279;871;68,1;2;17;854;331;280;117;37;71;2;1;15;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058064;Lübstorf;1;1;1279;871;68,1;2;2;98;38,8;32,8;13,7;4,3;8,3;0,2;0,1;1,8;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058080;Pingelshagen;1;1;502;405;80,7;1;2;403;191;109;61;22;20;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058080;Pingelshagen;1;1;502;405;80,7;1;0,5;99,5;47,4;27;15,1;5,5;5;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058080;Pingelshagen;1;1;502;405;80,7;2;2;403;204;104;49;20;20;1;1;4;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058080;Pingelshagen;1;1;502;405;80,7;2;0,5;99,5;50,6;25,8;12,2;5;5;0,2;0,2;1;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058095;Seehof;1;1;862;585;67,9;1;5;580;221;212;76;34;37;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058095;Seehof;1;1;862;585;67,9;1;0,9;99,1;38,1;36,6;13,1;5,9;6,4;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058095;Seehof;1;1;862;585;67,9;2;5;580;221;207;63;36;43;2;1;7;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058095;Seehof;1;1;862;585;67,9;2;0,9;99,1;38,1;35,7;10,9;6,2;7,4;0,3;0,2;1,2;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058108;Zickhusen;1;1;441;325;73,7;1;8;317;160;71;44;18;24;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058108;Zickhusen;1;1;441;325;73,7;1;2,5;97,5;50,5;22,4;13,9;5,7;7,6;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058108;Zickhusen;1;1;441;325;73,7;2;6;319;159;62;42;20;18;6;1;11;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058108;Zickhusen;1;1;441;325;73,7;2;1,8;98,2;49,8;19,4;13,2;6,3;5,6;1,9;0,3;3,4;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058717;Briefwahl Lübstorf/Alt Meteln;1;1;0;411;0;1;1;410;156;124;78;28;24;x;x;x;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058717;Briefwahl Lübstorf/Alt Meteln;1;1;0;411;0;1;0,2;99,8;38;30,2;19;6,8;5,9;x;x;x;x
A;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058717;Briefwahl Lübstorf/Alt Meteln;1;1;0;411;0;2;0;411;151;105;67;40;41;2;4;1;x
P;58;Nordwestmecklenburg;5817;Lübstorf/Alt Meteln;13058717;Briefwahl Lübstorf/Alt Meteln;1;1;0;411;0;2;0;100;36,7;25,5;16,3;9,7;10;0,5;1;0,2;x
A;58;Nordwestmecklenburg;5818;Lützow;13058004;Badow;1;1;291;210;72,2;1;10;200;102;59;25;3;11;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058004;Badow;1;1;291;210;72,2;1;4,8;95,2;51;29,5;12,5;1,5;5,5;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058004;Badow;1;1;291;210;72,2;2;8;202;101;58;25;1;6;2;1;8;x
P;58;Nordwestmecklenburg;5818;Lützow;13058004;Badow;1;1;291;210;72,2;2;3,8;96,2;50;28,7;12,4;0,5;3;1;0,5;4;x
A;58;Nordwestmecklenburg;5818;Lützow;13058016;Brüsewitz;2;2;1859;1220;65,6;1;27;1193;549;358;183;37;66;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058016;Brüsewitz;2;2;1859;1220;65,6;1;2,2;97,8;46;30;15,3;3,1;5,5;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058016;Brüsewitz;2;2;1859;1220;65,6;2;21;1199;524;360;182;41;66;3;2;21;x
P;58;Nordwestmecklenburg;5818;Lützow;13058016;Brüsewitz;2;2;1859;1220;65,6;2;1,7;98,3;43,7;30;15,2;3,4;5,5;0,3;0,2;1,8;x
A;58;Nordwestmecklenburg;5818;Lützow;13058019;Cramonshagen;1;1;456;281;61,6;1;10;271;114;77;52;6;22;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058019;Cramonshagen;1;1;456;281;61,6;1;3,6;96,4;42,1;28,4;19,2;2,2;8,1;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058019;Cramonshagen;1;1;456;281;61,6;2;9;272;111;73;54;10;22;0;1;1;x
P;58;Nordwestmecklenburg;5818;Lützow;13058019;Cramonshagen;1;1;456;281;61,6;2;3,2;96,8;40,8;26,8;19,9;3,7;8,1;0;0,4;0,4;x
A;58;Nordwestmecklenburg;5818;Lützow;13058020;Dalberg-Wendelstorf;2;2;468;317;67,7;1;9;308;140;102;41;12;13;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058020;Dalberg-Wendelstorf;2;2;468;317;67,7;1;2,8;97,2;45,5;33,1;13,3;3,9;4,2;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058020;Dalberg-Wendelstorf;2;2;468;317;67,7;2;5;312;125;104;46;14;15;2;1;5;x
P;58;Nordwestmecklenburg;5818;Lützow;13058020;Dalberg-Wendelstorf;2;2;468;317;67,7;2;1,6;98,4;40,1;33,3;14,7;4,5;4,8;0,6;0,3;1,6;x
A;58;Nordwestmecklenburg;5818;Lützow;13058031;Gottesgabe;1;1;677;386;57;1;9;377;185;110;48;18;16;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058031;Gottesgabe;1;1;677;386;57;1;2,3;97,7;49,1;29,2;12,7;4,8;4,2;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058031;Gottesgabe;1;1;677;386;57;2;6;380;174;97;45;19;26;3;0;16;x
P;58;Nordwestmecklenburg;5818;Lützow;13058031;Gottesgabe;1;1;677;386;57;2;1,6;98,4;45,8;25,5;11,8;5;6,8;0,8;0;4,2;x
A;58;Nordwestmecklenburg;5818;Lützow;13058032;Grambow;1;1;541;355;65,6;1;11;344;176;102;39;8;19;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058032;Grambow;1;1;541;355;65,6;1;3,1;96,9;51,2;29,7;11,3;2,3;5,5;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058032;Grambow;1;1;541;355;65,6;2;5;350;171;85;41;9;34;0;0;10;x
P;58;Nordwestmecklenburg;5818;Lützow;13058032;Grambow;1;1;541;355;65,6;2;1,4;98,6;48,9;24,3;11,7;2,6;9,7;0;0;2,9;x
A;58;Nordwestmecklenburg;5818;Lützow;13058066;Lützow;2;2;1349;867;64,3;1;18;849;382;283;122;23;39;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058066;Lützow;2;2;1349;867;64,3;1;2,1;97,9;45;33,3;14,4;2,7;4,6;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058066;Lützow;2;2;1349;867;64,3;2;11;856;376;272;109;27;46;6;2;18;x
P;58;Nordwestmecklenburg;5818;Lützow;13058066;Lützow;2;2;1349;867;64,3;2;1,3;98,7;43,9;31,8;12,7;3,2;5,4;0,7;0,2;2,1;x
A;58;Nordwestmecklenburg;5818;Lützow;13058079;Perlin;1;1;335;212;63,3;1;5;207;90;67;38;3;9;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058079;Perlin;1;1;335;212;63,3;1;2,4;97,6;43,5;32,4;18,4;1,4;4,3;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058079;Perlin;1;1;335;212;63,3;2;6;206;84;64;33;7;14;2;0;2;x
P;58;Nordwestmecklenburg;5818;Lützow;13058079;Perlin;1;1;335;212;63,3;2;2,8;97,2;40,8;31,1;16;3,4;6,8;1;0;1;x
A;58;Nordwestmecklenburg;5818;Lützow;13058082;Pokrent;1;1;617;408;66,1;1;10;398;189;128;52;5;24;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058082;Pokrent;1;1;617;408;66,1;1;2,5;97,5;47,5;32,2;13,1;1,3;6;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058082;Pokrent;1;1;617;408;66,1;2;10;398;175;127;45;13;27;3;2;6;x
P;58;Nordwestmecklenburg;5818;Lützow;13058082;Pokrent;1;1;617;408;66,1;2;2,5;97,5;44;31,9;11,3;3,3;6,8;0,8;0,5;1,5;x
A;58;Nordwestmecklenburg;5818;Lützow;13058085;Renzow;1;1;358;220;61,5;1;8;212;99;58;31;10;14;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058085;Renzow;1;1;358;220;61,5;1;3,6;96,4;46,7;27,4;14,6;4,7;6,6;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058085;Renzow;1;1;358;220;61,5;2;4;216;94;55;33;7;14;1;0;12;x
P;58;Nordwestmecklenburg;5818;Lützow;13058085;Renzow;1;1;358;220;61,5;2;1,8;98,2;43,5;25,5;15,3;3,2;6,5;0,5;0;5,6;x
A;58;Nordwestmecklenburg;5818;Lützow;13058718;Briefwahl Lützow;1;1;0;493;0;1;27;466;195;155;78;21;17;x;x;x;x
P;58;Nordwestmecklenburg;5818;Lützow;13058718;Briefwahl Lützow;1;1;0;493;0;1;5,5;94,5;41,8;33,3;16,7;4,5;3,6;x;x;x;x
A;58;Nordwestmecklenburg;5818;Lützow;13058718;Briefwahl Lützow;1;1;0;493;0;2;28;465;195;141;66;21;30;0;0;12;x
P;58;Nordwestmecklenburg;5818;Lützow;13058718;Briefwahl Lützow;1;1;0;493;0;2;5,7;94,3;41,9;30,3;14,2;4,5;6,5;0;0;2,6;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;526;285;54,2;1;13;272;112;83;48;5;24;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;526;285;54,2;1;4,6;95,4;41,2;30,5;17,6;1,8;8,8;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;526;285;54,2;2;10;275;113;80;49;7;20;4;1;1;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;526;285;54,2;2;3,5;96,5;41,1;29,1;17,8;2,5;7,3;1,5;0,4;0,4;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;976;582;59,6;1;16;566;252;176;96;22;20;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;976;582;59,6;1;2,7;97,3;44,5;31,1;17;3,9;3,5;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;976;582;59,6;2;10;572;239;159;93;32;29;4;0;16;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;976;582;59,6;2;1,7;98,3;41,8;27,8;16,3;5,6;5,1;0,7;0;2,8;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;434;298;68,7;1;8;290;123;101;50;4;12;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;434;298;68,7;1;2,7;97,3;42,4;34,8;17,2;1,4;4,1;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;434;298;68,7;2;7;291;112;98;53;5;18;2;0;3;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;434;298;68,7;2;2,3;97,7;38,5;33,7;18,2;1,7;6,2;0,7;0;1;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;778;494;63,5;1;11;483;201;180;67;13;22;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;778;494;63,5;1;2,2;97,8;41,6;37,3;13,9;2,7;4,6;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;778;494;63,5;2;9;485;195;167;68;9;34;4;1;7;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;778;494;63,5;2;1,8;98,2;40,2;34,4;14;1,9;7;0,8;0,2;1,4;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;405;320;79;1;3;317;137;105;49;11;15;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;405;320;79;1;0,9;99,1;43,2;33,1;15,5;3,5;4,7;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;405;320;79;2;1;319;148;95;38;6;22;5;0;5;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;405;320;79;2;0,3;99,7;46,4;29,8;11,9;1,9;6,9;1,6;0;1,6;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1766;1104;62,5;1;44;1060;546;279;163;29;43;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1766;1104;62,5;1;4;96;51,5;26,3;15,4;2,7;4,1;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1766;1104;62,5;2;33;1071;524;284;158;34;49;9;2;11;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1766;1104;62,5;2;3;97;48,9;26,5;14,8;3,2;4,6;0,8;0,2;1;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058719;Briefwahl Neuburg;1;1;0;223;0;1;5;218;111;54;35;8;10;x;x;x;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058719;Briefwahl Neuburg;1;1;0;223;0;1;2,2;97,8;50,9;24,8;16,1;3,7;4,6;x;x;x;x
A;58;Nordwestmecklenburg;5819;Neuburg;13058719;Briefwahl Neuburg;1;1;0;223;0;2;4;219;108;47;37;11;13;2;0;1;x
P;58;Nordwestmecklenburg;5819;Neuburg;13058719;Briefwahl Neuburg;1;1;0;223;0;2;1,8;98,2;49,3;21,5;16,9;5;5,9;0,9;0;0,5;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;710;431;60,7;1;14;417;189;152;49;6;21;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;710;431;60,7;1;3,2;96,8;45,3;36,5;11,8;1,4;5;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;710;431;60,7;2;10;421;187;140;49;9;26;4;0;6;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;710;431;60,7;2;2,3;97,7;44,4;33,3;11,6;2,1;6,2;1;0;1,4;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058062;Lübberstorf;1;1;205;145;70,7;1;7;138;55;52;14;9;8;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058062;Lübberstorf;1;1;205;145;70,7;1;4,8;95,2;39,9;37,7;10,1;6,5;5,8;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058062;Lübberstorf;1;1;205;145;70,7;2;6;139;48;52;15;11;11;1;0;1;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058062;Lübberstorf;1;1;205;145;70,7;2;4,1;95,9;34,5;37,4;10,8;7,9;7,9;0,7;0;0,7;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3506;2052;58,5;1;49;2003;903;703;252;43;102;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3506;2052;58,5;1;2,4;97,6;45,1;35,1;12,6;2,1;5,1;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3506;2052;58,5;2;40;2012;870;675;252;49;114;15;6;31;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3506;2052;58,5;2;1,9;98,1;43,2;33,5;12,5;2,4;5,7;0,7;0,3;1,5;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;165;108;65,5;1;6;102;49;30;20;0;3;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;165;108;65,5;1;5,6;94,4;48;29,4;19,6;0;2,9;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;165;108;65,5;2;4;104;50;31;19;0;3;1;0;0;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;165;108;65,5;2;3,7;96,3;48,1;29,8;18,3;0;2,9;1;0;0;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;2;2;1046;688;65,8;1;31;657;284;244;80;18;31;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;2;2;1046;688;65,8;1;4,5;95,5;43,2;37,1;12,2;2,7;4,7;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;2;2;1046;688;65,8;2;14;674;281;236;84;22;36;4;3;8;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;2;2;1046;688;65,8;2;2;98;41,7;35;12,5;3,3;5,3;0,6;0,4;1,2;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058111;Züsow;1;1;298;194;65,1;1;10;184;97;53;24;5;5;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058111;Züsow;1;1;298;194;65,1;1;5,2;94,8;52,7;28,8;13;2,7;2,7;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058111;Züsow;1;1;298;194;65,1;2;6;188;87;49;34;2;9;2;0;5;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058111;Züsow;1;1;298;194;65,1;2;3,1;96,9;46,3;26,1;18,1;1,1;4,8;1,1;0;2,7;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058720;Briefwahl Neukloster;2;2;0;691;0;1;14;677;274;273;83;21;26;x;x;x;x
P;58;Nordwestmecklenburg;5820;Neukloster;13058720;Briefwahl Neukloster;2;2;0;691;0;1;2;98;40,5;40,3;12,3;3,1;3,8;x;x;x;x
A;58;Nordwestmecklenburg;5820;Neukloster;13058720;Briefwahl Neukloster;2;2;0;691;0;2;13;678;268;252;74;27;42;4;0;11;x
